0,4.041886000,2.118907000,2.299635000,8.460428000
1,6.241623000,10.520414000,3.419087000,20.181124000
2,4.448558000,13.129310000,2.383474000,19.961342000
3,5.322950000,11.815484000,2.518577000,19.657011000
4,5.218013000,10.588362000,2.671474000,18.477849000
5,5.400045000,9.535124000,3.496843000,18.432012000
6,6.578245000,12.939054000,2.954003000,22.471302000
7,5.765331000,12.205736000,3.180229000,21.151296000
8,5.621200000,12.244590000,3.027782000,20.893572000
9,8.342367000,25.229429000,4.896179000,38.467975000
10,6.582984000,14.127223000,3.990730000,24.700937000
11,8.740575000,17.844680000,3.053030000,29.638285000
12,7.387455000,13.659707000,3.337623000,24.384785000
13,5.551118000,14.517025000,3.918925000,23.987068000
14,8.160936000,14.046262000,4.315459000,26.522657000
15,5.605470000,14.273308000,3.770056000,23.648834000
16,6.976984000,11.148253000,3.395081000,21.520318000
17,8.663329000,14.133415000,3.374994000,26.171738000
18,4.731079000,15.079732000,3.229440000,23.040251000
19,7.518050000,14.114240000,3.766669000,25.398959000
20,7.957284000,19.300613000,5.049096000,32.306993000
21,4.441326000,17.076769000,3.703100000,25.221195000
22,7.931276000,27.186022000,4.125552000,39.242850000
23,7.224809000,20.670805000,5.390717000,33.286331000
24,11.670423000,15.187434000,3.352412000,30.210269000
25,7.518130000,14.594681000,3.879842000,25.992653000
26,5.379757000,14.533245000,4.742180000,24.655182000
27,5.424822000,13.010438000,4.297745000,22.733005000
28,5.026965000,14.029340000,3.690246000,22.746551000
29,6.154772000,15.681511000,4.885129000,26.721412000
30,5.053584000,15.579870000,4.972583000,25.606037000
31,10.510486000,23.436075000,4.713275000,38.659836000
32,5.799304000,118.505220000,4.797925000,129.102449000
33,8.809964000,22.203070000,4.289711000,35.302745000
34,6.225664000,22.934443000,4.878716000,34.038823000
35,7.314668000,15.582294000,4.546573000,27.443535000
36,7.114683000,29.025795000,5.819443000,41.959921000
37,6.883949000,23.444541000,4.806090000,35.134580000
38,8.508830000,25.570001000,4.747009000,38.825840000
39,8.807260000,24.323671000,5.305427000,38.436358000
40,9.461397000,137.527913000,5.267947000,152.257257000
41,6.083878000,18.179539000,5.354490000,29.617907000
42,8.847275000,25.152647000,4.849502000,38.849424000
43,7.068867000,27.064204000,5.923678000,40.056749000
44,6.727206000,31.303701000,5.789185000,43.820092000
45,6.127831000,36.700350000,5.902648000,48.730829000
46,10.225761000,27.100884000,5.893771000,43.220416000
47,11.297574000,39.154274000,6.245702000,56.697550000
48,6.118273000,31.361891000,6.144422000,43.624586000
49,11.811218000,158.050614000,6.161574000,176.023406000
50,6.464163000,33.633644000,6.233700000,46.331507000
51,6.657374000,37.415112000,6.021061000,50.093547000
52,7.282488000,45.706142000,6.332244000,59.320874000
53,8.044348000,24.588498000,5.990753000,38.623599000
54,6.239821000,34.315484000,5.902869000,46.458174000
55,6.074501000,25.961626000,5.894864000,37.930991000
56,7.452237000,165.298336000,6.172545000,178.923118000
57,7.164456000,26.793727000,6.955414000,40.913597000
58,7.753432000,189.712470000,6.209865000,203.675767000
59,7.271648000,49.518439000,6.222999000,63.013086000
60,7.064880000,41.872599000,6.248837000,55.186316000
61,8.707682000,34.737537000,7.259515000,50.704734000
62,6.758204000,32.729578000,6.206739000,45.694521000
63,8.235928000,31.882027000,6.174739000,46.292694000
64,7.532327000,43.791720000,6.700806000,58.024853000
65,8.667637000,205.394573000,6.570873000,220.633083000
66,8.886899000,42.993793000,6.801615000,58.682307000
