0,7.074339000,2.895708000,3.300091000,13.270138000,1.607826000
1,10.394753000,32.593318000,3.009830000,45.997901000,13.163420000
2,8.195438000,119.795741000,3.351914000,131.343093000,42.443513000
3,8.705003000,21.032905000,3.279069000,33.016977000,7.684894000
4,8.230149000,16.683023000,3.559902000,28.473074000,6.398338000
5,8.049399000,16.347783000,3.390117000,27.787299000,6.643903000
6,10.511040000,15.846389000,3.409045000,29.766474000,6.069596000
7,9.410055000,22.676910000,4.502557000,36.589522000,8.946584000
8,8.592907000,20.075724000,3.909740000,32.578371000,8.393649000
9,8.312213000,23.012778000,3.918749000,35.243740000,9.036821000
10,7.485077000,15.433136000,4.481673000,27.399886000,6.171005000
11,8.301108000,18.259420000,4.566112000,31.126640000,8.093678000
12,7.862851000,20.631037000,4.010452000,32.504340000,8.998060000
13,7.818711000,22.325466000,3.876286000,34.020463000,9.451471000
14,7.732597000,22.889718000,4.414346000,35.036661000,10.049249000
15,7.142993000,18.476349000,4.063950000,29.683292000,8.411249000
16,7.983538000,15.882917000,4.116122000,27.982577000,5.971396000
17,6.960426000,109.499813000,4.338149000,120.798388000,44.647091000
18,6.458963000,20.820238000,4.521204000,31.800405000,8.695925000
19,7.555757000,28.057796000,4.303927000,39.917480000,10.993785000
20,6.790991000,11.072079000,4.245538000,22.108608000,4.332493000
21,11.572564000,15.345414000,4.389413000,31.307391000,6.429488000
22,7.203685000,98.477182000,4.497877000,110.178744000,40.819414000
23,8.918788000,13.583867000,4.633020000,27.135675000,5.705299000
24,9.619021000,14.364907000,5.187564000,29.171492000,5.771859000
25,10.405300000,95.579309000,4.632881000,110.617490000,37.604809000
26,6.403788000,88.477523000,4.513592000,99.394903000,36.688553000
27,6.358879000,90.858008000,4.566182000,101.783069000,38.445636000
28,6.449953000,16.044669000,4.298339000,26.792961000,6.939894000
29,7.742164000,11.493084000,4.538874000,23.774122000,4.763485000
30,10.927157000,11.309121000,4.470220000,26.706498000,4.322435000
31,8.915994000,14.023450000,4.855606000,27.795050000,5.721993000
32,9.047017000,25.955978000,6.797485000,41.800480000,10.879035000
33,8.835467000,11.798153000,4.491033000,25.124653000,4.582455000
34,8.803410000,14.574781000,4.571839000,27.950030000,5.640137000
35,11.762394000,14.274391000,5.104732000,31.141517000,5.524410000
36,6.261660000,14.432653000,4.587414000,25.281727000,5.543197000
37,5.938223000,10.129285000,5.265786000,21.333294000,4.062205000
38,12.232918000,10.117831000,4.623732000,26.974481000,3.946757000
39,10.285451000,11.866667000,4.448709000,26.600827000,4.540968000
40,9.858299000,10.443642000,4.632811000,24.934752000,4.130510000
41,8.573771000,14.319579000,5.101240000,27.994590000,5.256918000
42,5.534538000,17.316418000,4.287025000,27.137981000,6.190770000
43,5.208167000,8.230428000,4.733802000,18.172397000,2.944317000
44,5.130014000,16.252518000,4.730101000,26.112633000,5.812715000
45,7.171418000,10.119507000,5.581471000,22.872396000,3.281792000
46,6.336042000,63.958188000,5.442207000,75.736437000,21.196409000
47,4.264955000,8.735034000,5.232472000,18.232461000,2.923854000
48,6.344073000,10.296835000,4.562480000,21.203388000,3.430065000
49,5.291558000,11.388042000,4.612766000,21.292366000,3.768661000
50,7.746984000,11.097431000,4.744976000,23.589391000,3.452137000
51,8.449941000,8.349788000,3.972318000,20.772047000,2.889701000
52,4.294497000,8.101221000,4.409317000,16.805035000,2.654196000
53,4.912388000,9.348595000,4.020649000,18.281632000,3.131563000
54,5.421044000,10.145977000,4.896464000,20.463485000,3.278860000
55,4.337800000,10.497840000,3.036299000,17.871939000,3.351076000
56,7.900845000,9.995399000,3.442359000,21.338603000,2.887257000
57,10.525358000,11.682704000,3.708596000,25.916658000,3.474765000
58,7.529776000,8.273730000,3.737091000,19.540597000,2.813015000
59,8.657789000,11.032269000,2.933283000,22.623341000,3.983562000
60,4.660608000,10.061678000,3.594055000,18.316341000,2.979237000
61,8.371718000,9.841468000,3.172631000,21.385817000,3.371467000
62,5.746018000,9.983945000,3.442499000,19.172462000,3.505149000
63,9.400207000,50.652640000,2.567941000,62.620788000,16.518752000
64,9.427725000,12.437484000,2.804913000,24.670122000,4.160961000
65,4.711523000,54.006859000,2.743872000,61.462254000,17.311884000
66,6.591732000,6.796647000,2.729275000,16.117654000,2.368962000
67,9.022224000,50.134276000,2.224528000,61.381028000,17.271719000
68,4.389343000,9.451052000,2.341793000,16.182188000,3.418751000
69,7.303419000,13.603631000,2.159227000,23.066277000,4.674995000
