0,5.975289000,10.596946000,3.688765000,20.261000000
1,12.045220000,9.700792000,3.619961000,25.365973000
2,6.848192000,15.769531000,3.034609000,25.652332000
3,5.326857000,7.976582000,2.579857000,15.883296000
4,5.138376000,10.176830000,2.638343000,17.953549000
5,5.194437000,17.656610000,3.960791000,26.811838000
6,5.240681000,8.916545000,2.936042000,17.093268000
7,5.421198000,15.130982000,4.324300000,24.876480000
8,6.096082000,12.162349000,3.100281000,21.358712000
9,4.403363000,10.817101000,3.175968000,18.396432000
10,5.594362000,9.423855000,3.379147000,18.397364000
11,6.068773000,9.757810000,3.698235000,19.524818000
12,8.466299000,11.905204000,3.882348000,24.253851000
13,8.372744000,9.322776000,3.481243000,21.176763000
14,8.736774000,10.147442000,5.441939000,24.326155000
15,4.575337000,12.120121000,3.896015000,20.591473000
16,7.381908000,28.855789000,3.693288000,39.930985000
17,6.273206000,10.918581000,3.709456000,20.901243000
18,7.049985000,18.281383000,3.448655000,28.780023000
19,4.495092000,10.677524000,3.742818000,18.915434000
20,11.188290000,9.339688000,4.285131000,24.813109000
21,5.605806000,18.116003000,3.906625000,27.628434000
22,9.683761000,18.448616000,3.938634000,32.071011000
23,5.178865000,13.173507000,3.365455000,21.717827000
24,6.381156000,10.037148000,6.640275000,23.058579000
25,5.149101000,18.147530000,3.910624000,27.207255000
26,6.189097000,17.413057000,3.515848000,27.118002000
27,5.270441000,19.655896000,3.620087000,28.546424000
28,6.997994000,13.493307000,4.152764000,24.644065000
29,5.846265000,10.106533000,3.990680000,19.943478000
30,5.691765000,10.038019000,4.258716000,19.988500000
31,5.629111000,12.935856000,7.216171000,25.781138000
32,8.053450000,11.769410000,5.164739000,24.987599000
33,6.499904000,29.860725000,4.525572000,40.886201000
34,9.666430000,12.081303000,5.045395000,26.793128000
35,7.007445000,13.444576000,4.731666000,25.183687000
36,6.150341000,12.809043000,5.725920000,24.685304000
37,10.323402000,27.284650000,6.595408000,44.203460000
38,8.873041000,12.090418000,5.858330000,26.821789000
39,5.877165000,27.782783000,5.330573000,38.990521000
40,6.593153000,27.171716000,5.408273000,39.173142000
41,6.189371000,13.254060000,5.886241000,25.329672000
42,12.006567000,41.454716000,5.672436000,59.133719000
43,12.355477000,43.382774000,6.715439000,62.453690000
44,7.008280000,17.722488000,6.790185000,31.520953000
45,9.832517000,16.292603000,6.368349000,32.493469000
