0,6.483584000,15.004020000,3.758792000,25.246396000,5.014124000
1,6.251710000,13.979656000,4.973055000,25.204421000,4.441145000
2,6.053779000,15.202020000,5.383373000,26.639172000,6.042955000
3,10.024470000,12.713014000,4.695155000,27.432639000,4.467400000
4,7.410168000,13.576951000,4.848178000,25.835297000,4.713731000
5,8.289331000,28.951619000,5.129778000,42.370728000,10.431503000
6,8.705167000,17.725667000,7.375318000,33.806152000,6.158123000
7,11.195850000,20.382643000,7.853382000,39.431875000,7.014098000
8,8.903168000,15.841837000,5.814713000,30.559718000,5.523613000
9,9.144399000,16.573634000,6.715666000,32.433699000,5.823797000
10,8.424614000,16.137545000,6.049100000,30.611259000,5.787128000
11,8.152233000,16.522441000,6.058948000,30.733622000,5.815273000
12,8.361687000,31.728232000,6.675018000,46.764937000,11.709046000
13,13.365123000,23.913613000,10.691315000,47.970051000,12.206448000
14,11.952092000,30.257863000,7.270835000,49.480790000,10.848456000
15,11.458383000,45.642518000,6.961089000,64.061990000,15.983130000
16,9.072183000,33.231637000,6.981343000,49.285163000,11.745289000
17,8.487192000,16.364250000,7.621508000,32.472950000,5.636195000
18,10.807043000,16.982696000,7.605865000,35.395604000,6.195279000
19,12.114613000,18.094709000,7.668582000,37.877904000,6.713499000
20,9.452400000,19.382026000,8.136100000,36.970526000,6.692411000
21,6.986092000,32.747148000,8.114938000,47.848178000,11.671185000
22,9.658013000,17.430100000,7.569616000,34.657729000,6.223077000
23,11.500847000,32.356875000,8.089446000,51.947168000,12.075432000
24,8.306792000,17.841256000,8.028614000,34.176662000,6.655605000
25,16.201031000,21.723877000,8.670665000,46.595573000,8.053476000
26,7.853662000,16.672041000,8.432646000,32.958349000,5.980934000
27,13.820000000,18.712318000,10.491290000,43.023608000,6.378192000
28,11.000923000,18.199611000,9.147123000,38.347657000,6.433229000
29,13.137020000,18.823993000,10.070496000,42.031509000,6.811702000
30,10.410065000,20.283608000,9.503105000,40.196778000,7.562142000
31,9.028742000,34.150541000,10.604363000,53.783646000,12.823707000
32,12.438398000,32.829002000,11.321076000,56.588476000,12.248708000
33,12.842918000,18.794241000,9.971112000,41.608271000,6.948583000
34,8.895765000,18.769797000,9.497727000,37.163289000,6.923930000
35,8.436697000,34.897634000,9.914959000,53.249290000,12.693384000
36,8.473503000,20.328237000,12.034226000,40.835966000,7.346473000
37,11.533324000,33.133721000,10.270661000,54.937706000,12.302906000
38,9.955328000,32.877613000,10.016649000,52.849590000,11.739561000
39,15.947158000,21.089926000,10.139639000,47.176723000,8.473152000
40,11.590244000,16.756131000,11.553508000,39.899883000,6.534075000
41,10.022515000,34.693837000,10.453227000,55.169579000,12.597434000
42,12.515852000,17.664557000,10.754942000,40.935351000,6.738012000
43,9.428584000,32.600831000,10.780573000,52.809988000,11.782663000
44,7.631985000,33.482927000,10.740904000,51.855816000,12.296756000
45,8.299040000,16.900283000,11.580327000,36.779650000,6.218673000
46,7.774880000,17.886233000,12.165039000,37.826152000,6.884752000
47,12.626131000,18.596729000,11.108968000,42.331828000,7.000760000
48,9.306781000,19.339283000,11.884835000,40.530899000,7.387401000
49,10.263886000,18.181732000,10.275131000,38.720749000,6.981552000
50,7.867420000,16.229317000,10.231759000,34.328496000,6.221469000
51,9.023714000,17.463973000,13.021014000,39.508701000,6.511589000
